Model : SVM, and Preprocessing : Sans chiffres + (1,3)gram

#A noter que les exemples de test sont ordonnés mais pas les exemples d'apprentissages choisis au hasard
#L'ordre observé ici n'a donc pas influencé l'apprentissage

Estimate    True Value    Text sample
1    1    susan granger's review of " hearts in atlantis " ( castle rock/warner bros . ) 
1    1    after a rather disappointing " mary railly " , stephen frears is now officially back in business with a comeback worthy of praise . 
1    1    with many big-budget science fiction films , great ideas are often wasted by bad scripts , cheesy plot twists , and , terrible acting . 
0    1    warning ! : may contain some mild spoilers and offensive material . 
1    1    it stands as a moment one will not soon forget : a giant , green ogre flips through the pages of a cliche fairy tale , narrating it with every bit of dull inspiration that the story holds . 
1    1    jamaica is a hot vacation spot . 
1    1    denzel washington is among the many actors this holiday season to give very impressive milestone performances . 
1    1    [note : after claiming otherwise , my appetite was indeed whetted by kenneth branagh's hamlet to search out other attempts to translate shakespeare to film in hopes of finding a better mousetrap . 
1    1    the happy bastard's quick movie review 
1    1    for this review and more , visit clear illusions ( www . clearillusions . com ) 
1    1    kevin smith is like a big kid . 
1    1    review : ghost dog : the way of the samurai ( 1999 ) 
1    1    i've never been a huge fan of jeff bridges , but i loved him in the big lebowski . 
1    1    us critic-type people are always shaking our heads and telling everyone that movies aren't thrill rides , but i think that " back to the future ii " is one of the few exceptions . 
1    1    it was a crazy time in france , what with the french revolution right around the corner . 
0    1    what surprises me most about the long-awaited batman is that the movie centers not on the caped crusader but on the joker . 
1    1    casting " doogie howser " star neil patrick harris as mind-reading military intelligence is only one of the guilty pleasures of " starship troopers , " a hugely entertaining , mega-budgeted sci-fi yarn directed by paul verhoeven , who's making quite a recovery from his 1995 g-string epic " showgirls . " 
0    1    we all know the fate of " child's play , " which is the same for almost any film these days that does marginally well financially : sequel hell . 
1    1    in `enemy at the gates' , jude law is a gifted russian sniper made hero by a political officer named danilov ( joseph fiennes ) who uses him in a propaganda newspaper to raise the hopes of the soldiers and people of stalingrad . 
1    1    james cmaeron's breakthrough feature was the first of his films to showcase his obsession with technology and more specfically technology run amok . 
1    1     " a man is not a man without eight taels of gold . " 
0    1    jacques tati's 1953 classic " les vacances de m . hulot " ( also known as " mr . hulot's vacation , " in english ) ought to be the textbook on how to do non ? dialogue comedy in film . 
1    1    the opening crawl tells us that the galaxy is in turmoil over the taxation of trade routes , and the greedy trade federation has used it's armada of powerful space battleships to blockade the planet naboo . 
1    1    renown surrealist director , the 77-year-old frenchman alain resnais ( hiroshima , mon amour/last year at marienbad/m ? lo ) , has created a lighthearted musical played as an homage to britisher dennis potter and his pennies from heaven ( 1978 tv serial , 1981 movie ) and the singing detective ( 1986 ) . 
1    1    'pleasantville' ( 1998 ) taps into hollywood's lack of integrity with subtle messages that can be easily missed 
1    1    another 'independent film' , this comedy , which was brought by miramax for $5 million , is good fun . 
1    1    seen september 5 , 1998 at 10 p . m . at the sony nickelodeon theaters ( boston , ma ) , theater #2 , with matt perreault for free using my sony/loews critic's pass . 
1    1    the characters in " palmetto " collectively sweat enough to fill lake erie , and it's just the right way to capture the film's ripe atmosphere of sensuality , tension and even farce . 
1    1    with the sudden liberal emergence of personal privacy abounding in the news lately , what with that whole clinton thing going on ( you know , 100 million bucks to discover the president got boinked by an intern - oh , please , government , waste my taxes just a bit more , would you ? ) , 
1    1    `run lola run' , a german import that gained a stellar reputation at the sundance film festival , is a dazzling and kinetic film that deals with the subjects of fate and chance . 
1    1    while watching " shallow grave , " i found myself periodically noticing thematic similarities to the coens' " blood simple . " 
1    1    it's not often that i laugh so hard at a movie that my head hurts . 
0    1     " a private matter " is based on the true story of sherri finkbine and the events in her life during the 1960s . 
0    1    sam ( matthew broderick ) is an astronomer in a small american town and engaged to teacher linda ( kelly preston ) . 
1    1    copyright 1996 graeme huggan carry on henry is all about henry viii and his eight wives ! 
1    1     ( warning to those who have not seen seven : this review contains some spoiler information . ) 
1    1    it is easy to see why the late stanley kubrick believed steven spielberg would be the perfect director for his a . i . 
1    1    the party is one of those classic slapstick comedies that will leave you , at times , cracking up . 
1    1    in a flashback , the teenage girl in the eccentric family in the canadian film , the hanging garden , tells her senile grandmother that she is going to a school dance . 
1    1    devotees of robert a . heinlein , be forewarned : paul verhoeven's starship troopers is less an adaptation of heinlein's novel than it is a literary satire . 
1    1    every once in a while you see a film that is so effective in delivering the goods that it is easy to forget , and forgive , its glaring imperfections . 
0    1    when a someone journeys to the theater to see a comedy , he always risks having to sit through inanity such as what we recently saw in films like edtv and office space . 
1    1    i want to correct what i wrote last year in my retrospective of david lean's war picture . 
0    1    cinema has been around for about a hundred years now . ? 
1    1    it's no secret in the motion picture industry that the relationship between a script and the actors involved often makes or breaks a movie at the box office . 
1    1    when andy leaves for cowboy camp , his mother holds a yard sale and scrounges in his room for old toys . 
1    1    ingredients : lost parrot trying to get home , friends 
1    1    veteran actor clint eastwood has never looked as grizzled as he does in true crime , his latest directorial effort . 
1    1    those of you who frequently read my reviews are not likely to be surprised by the fact that i have not read victor hugo's novel les miserables . 
1    1    satirical films usually fall into one of two categories : 1 ) long-term satire where everything , including the jokes , is somehow related on a large scale ( i . e . 
0    1    there must be some unwritten rule that states , one gets enlightenment not in the way one expects to get enlightenment but in the commitment given to seeking wisdom , even if it is a foolish road one is on and it seems to be leading nowhere . 
1    1    driving miss daisy takes its sweet time to tell a small , intimate story . 
1    1    seen april 16 , 1999 at 10 p . m . at crossgates cinema 18 ( guilderland , n . y . ) , theater #15 , by myself for free using my hoyts' critic's pass . 
0    1    `strange days' chronicles the last two days of 1999 in los angeles . 
1    1    seen february 15 , 1998 on home video ( borrowed from chris wessell ) . 
0    1    the question isn't why has grease been reissued . 
0    1    let's face it : since waterworld floated by , the summer movie season has grown * very * stale . 
1    1    meet joe black is your classic boy-meets-girl , boy-likes-girl , boy-gets-killed-in-horrible-accident , supernatural-entity-takes-over-boy's-body , supernatural-entity-falls-in-love-with-girl story . 
1    1    my summer was recently saved by two very different movies . 
1    1    my filmcritic . com 
1    1    mike myers , you certainly did throw us a ? frickin' bone here in what you call ? the biggest austin powers adventure yet . ' 
1    1    it is with hesitance that i call " apocalypse now " a masterpiece . 
1    1    not since attending an ingmar bergman retrospective a few years ago have i seen a film as uncompromising in its portrayal of emotional truth as secrets & lies . 
1    1    after a successful run in australia last year , and with much critical praise heaped upon it , muriel's wedding opens into medium release this weekend in north america . 
1    1    susan granger's review of " bread and tulips " ( first look pictures ) 
1    1     " i know what you did last summer , " the first high-profile slasher thriller to be released after 1996's " scream , " and written by the same screenwriter , kevin williamson , is a stylish , effective horror film that became 1997's biggest hit of the fall season . 
1    1    labelling is sometimes everything . 
0    1    bob the happy bastard's quickie review : 
1    1    the laserman : somehow the title of writer-director-producer peter wang's film conjures up images of superheroes , like ultraman and spiderman . 
1    1    imagine this . 
1    1    perhaps the most dramatic changes in the motion picture industry in this decade have to do with special effects . 
1    1    robert altman's cookie's fortune is that rare movie that does not depend on sentimentality to be uplifting and to make its viewers feel good . 
1    1    i actually am a fan of the original 1961 or so live-action-disney flick of the same name starring hayley mills twice as a pair of twins , separated at birth by divorcing parents , never to come in contact with the other so the parents never have to meet again . 
1    1    review- peter jackson's the frighteners has received some notice for setting the record for most computer effects ever in a movie , and still coming in at the extremely cheap $30 million price tag . 
1    1    plot : a dude and his brother are driving cross-country and decide to fool around with a trucker on their cb radio . 
1    1    originally titled 'don't lose your head' , this parody of the scarlet pimpernel story was the first carry on to be produced by rank film productions . 
1    1    ingredients : down-on-his-luck evangelist , church 
1    1    the most amazing thing about paul cox's innocence is how unlike a movie it is . 
0    1    contact is a film that tries to do several different things . 
1    1    billy bob thornton , who had a sudden rise to fame with 1996's sling blade after spending years as a virtually unknown actor and writer , is becoming one of the most versatile - and most accomplished - american actors around at the moment . 
1    1    tibet has entered the american consciousness slowly during the past few years and burst into the forefront recently . 
0    1    synopsis : as a response to accusations of sexual prejudice in the armed forces , a female naval intelligence officer is chosen to be a test case . 
1    1    steve martin took an extended vacation from all facets of moviemaking a few years back ; he spent this time writing essays and short stories for " the new yorker , " several of which wound up in his hilarious hardback compilation , pure drivel ( 1998 ) . 
1    1    >from the man who presented us with henry : the portrait of a serial killer ( 6 . 5/10 ) 
0    1    eddie murphy has had his share of ups and downs during his career . 
0    1    cinematically speaking , gordon parks' original 1971 _shaft_ is not a great film . 
1    1    marie ( charlotte rampling , " aberdeen " ) and jean ( bruno cremet , " sorcerer " ) are a comfortable , sixty-ish married couple looking forward to a peaceful vacation at their second home in lit et mix . 
1    1    in this good natured , pleasent and easy going comedy , bill murray ( ghostbusters , 1984 ) plays grumpy weatherman phil conners , who , every year , is sent to punxsutawney , p . a , to report on groundhog day . 
1    1    i rented this movie with very high hopes . 
1    1    now that " boogie nights " has made disco respectable again ( well , fashionable at least ) , we shouldn't be surprised to see more films glorifying that dubious era . 
1    1    i think the first thing this reviewer should mention is wether or not i am a fan of the x-files . 
1    1    here is a film that is so unexpected , so scary , and so original that it caught me off guard and threw me for a loop . 
1    1    plot : this movie takes place over one day . 
